3,8249,1.000000
4,14044,1.000000
5,1312,1.000000
5,12968,1.000000
8,3157,1.000000
9,11186,1.000000
9,7875,1.000000
9,221,1.000000
9,12664,1.000000
9,1456,1.000000
9,7956,1.000000
9,8915,1.000000
9,19447,1.000000
9,16622,1.000000
13,13940,1.000000
14,2501,1.000000
15,17788,1.000000
15,13441,1.000000
15,11752,1.000000
15,7267,1.000000
15,4442,1.000000
15,18178,1.000000
17,17000,1.000000
17,7945,1.000000
17,7380,1.000000
17,3681,1.000000
17,7104,1.000000
17,9767,1.000000
20,17315,1.000000
21,7709,1.000000
21,9213,1.000000
23,10601,1.000000
24,16184,1.000000
24,7733,1.000000
24,8129,1.000000
24,750,1.000000
28,18040,1.000000
30,9687,1.000000
33,4098,1.000000
36,112,1.000000
37,8093,1.000000
38,9691,1.000000
38,17788,1.000000
38,19137,1.000000
38,12458,1.000000
41,15735,1.000000
41,18765,1.000000
41,357,1.000000
41,18572,1.000000
42,4476,1.000000
44,4717,1.000000
47,13475,1.000000
47,3617,1.000000
47,2482,1.000000
47,8262,1.000000
47,3011,1.000000
47,5427,1.000000
47,13180,1.000000
47,12708,1.000000
47,16384,1.000000
47,7891,1.000000
47,15435,1.000000
47,4024,1.000000
47,13009,1.000000
47,4864,1.000000
47,677,1.000000
47,16242,1.000000
47,2177,1.000000
47,7110,1.000000
47,10575,1.000000
47,15641,1.000000
47,14415,1.000000
47,18166,1.000000
47,95,1.000000
47,6833,1.000000
47,17917,1.000000
47,4129,1.000000
47,12413,1.000000
47,15007,1.000000
47,13310,1.000000
47,10635,1.000000
47,6605,1.000000
68,12229,1.000000
69,9256,1.000000
69,3135,1.000000
69,8561,1.000000
69,18946,1.000000
69,6903,1.000000
69,14940,1.000000
69,16344,1.000000
73,17128,1.000000
74,2997,1.000000
75,11468,1.000000
77,14827,1.000000
77,7496,1.000000
77,1730,1.000000
77,17073,1.000000
77,12848,1.000000
77,15971,1.000000
77,4316,1.000000
77,6686,1.000000
77,518,1.000000
90,1183,1.000000
92,6656,1.000000
93,17757,1.000000
95,47,1.000000
95,3617,1.000000
95,657,1.000000
95,3935,1.000000
96,15735,1.000000
102,17193,1.000000
102,15356,1.000000
102,17437,1.000000
105,10796,1.000000
105,9644,1.000000
105,2134,1.000000
105,11443,1.000000
105,17499,1.000000
105,10542,1.000000
105,9181,1.000000
105,13132,1.000000
105,8263,1.000000
105,7400,1.000000
105,15239,1.000000
105,12019,1.000000
105,16355,1.000000
105,4411,1.000000
105,3239,1.000000
110,17437,1.000000
110,9490,1.000000
110,3333,1.000000
110,14727,1.000000
110,11468,1.000000
110,11203,1.000000
110,8417,1.000000
110,17701,1.000000
112,36,1.000000
112,12960,1.000000
112,11021,1.000000
112,3271,1.000000
112,16296,1.000000
112,8569,1.000000
112,12491,1.000000
112,16024,1.000000
112,4297,1.000000
112,8791,1.000000
112,3294,1.000000
112,15040,1.000000
112,10582,1.000000
112,5764,1.000000
112,3284,1.000000
112,3851,1.000000
112,4788,1.000000
128,18724,1.000000
129,9943,1.000000
129,11386,1.000000
129,18645,1.000000
129,12483,1.000000
129,2612,1.000000
129,1761,1.000000
129,11731,1.000000
137,5048,1.000000
138,15370,1.000000
139,8530,1.000000
139,15572,1.000000
139,2933,1.000000
141,5375,1.000000
141,12780,1.000000
141,7398,1.000000
141,11012,1.000000
141,18373,1.000000
141,14101,1.000000
146,3630,1.000000
146,17664,1.000000
146,6642,1.000000
150,13551,1.000000
150,11449,1.000000
150,11155,1.000000
150,16167,1.000000
150,2983,1.000000
150,16456,1.000000
150,810,1.000000
150,14764,1.000000
150,13882,1.000000
150,6184,1.000000
153,13839,1.000000
154,11116,1.000000
155,13839,1.000000
155,529,1.000000
160,14353,1.000000
160,11778,1.000000
163,3327,1.000000
163,3300,1.000000
165,2563,1.000000
165,5375,1.000000
166,19088,1.000000
169,10766,1.000000
169,677,1.000000
170,10568,1.000000
171,6656,1.000000
172,17499,1.000000
174,12848,1.000000
176,11239,1.000000
177,17604,1.000000
178,8398,1.000000
179,11463,1.000000
179,15188,1.000000
184,4717,1.000000
185,15735,1.000000
185,668,1.000000
185,14484,1.000000
185,6794,1.000000
185,3683,1.000000
185,1402,1.000000
185,13925,1.000000
185,18768,1.000000
185,14092,1.000000
185,11840,1.000000
185,14754,1.000000
185,2518,1.000000
185,357,1.000000
185,4411,1.000000
191,15735,1.000000
191,1385,1.000000
194,4024,1.000000
195,3630,1.000000
195,6642,1.000000
203,15735,1.000000
211,14961,1.000000
211,14926,1.000000
211,16020,1.000000
211,5057,1.000000
211,16019,1.000000
211,16008,1.000000
212,13239,1.000000
212,15148,1.000000
212,16991,1.000000
212,7908,1.000000
212,12512,1.000000
212,16254,1.000000
212,7344,1.000000
212,17578,1.000000
221,9,1.000000
221,10679,1.000000
225,7712,1.000000
228,2170,1.000000
228,10285,1.000000
231,1133,1.000000
231,5593,1.000000
231,5297,1.000000
231,10966,1.000000
231,8816,1.000000
231,15611,1.000000
231,11449,1.000000
232,10568,1.000000
235,18768,1.000000
235,18995,1.000000
235,6794,1.000000
235,2039,1.000000
242,15356,1.000000
242,11816,1.000000
242,528,1.000000
242,8197,1.000000
242,9797,1.000000
242,11533,1.000000
242,4537,1.000000
242,5839,1.000000
242,7842,1.000000
242,13364,1.000000
242,1564,1.000000
242,11396,1.000000
255,2184,1.000000
256,8651,1.000000
258,750,1.000000
258,3779,1.000000
258,2878,1.000000
258,14651,1.000000
258,8427,1.000000
258,7790,1.000000
258,488,1.000000
258,979,1.000000
258,14862,1.000000
258,11499,1.000000
258,8382,1.000000
269,10423,1.000000
269,3160,1.000000
270,628,1.000000
270,4741,1.000000
273,10319,1.000000
275,6481,1.000000
278,5535,1.000000
278,14414,1.000000
278,2954,1.000000
278,6495,1.000000
278,13093,1.000000
278,13200,1.000000
278,2079,1.000000
278,1074,1.000000
278,19598,1.000000
285,14686,1.000000
286,18742,1.000000
287,10270,1.000000
287,15008,1.000000
289,1345,1.000000
292,5872,1.000000
293,16124,1.000000
293,4455,1.000000
293,2964,1.000000
293,4513,1.000000
293,19133,1.000000
293,1194,1.000000
293,2004,1.000000
293,8543,1.000000
293,17423,1.000000
293,7399,1.000000
293,17847,1.000000
293,18107,1.000000
293,10373,1.000000
293,5673,1.000000
293,6920,1.000000
293,9677,1.000000
293,1956,1.000000
293,3534,1.000000
293,7071,1.000000
293,4382,1.000000
293,16033,1.000000
305,2577,1.000000
307,9141,1.000000
307,11562,1.000000
307,9955,1.000000
307,10327,1.000000
307,13574,1.000000
307,6311,1.000000
307,5034,1.000000
307,3862,1.000000
307,16582,1.000000
307,2614,1.000000
307,19584,1.000000
307,9739,1.000000
307,12586,1.000000
312,17770,1.000000
315,7021,1.000000
316,5809,1.000000
