0,14442,1.000000
0,1378,1.000000
0,1544,1.000000
0,6092,1.000000
0,7636,1.000000
17,17000,1.000000
17,7945,1.000000
17,7380,1.000000
17,3681,1.000000
17,7104,1.000000
17,9767,1.000000
21,7709,1.000000
21,9213,1.000000
24,16184,1.000000
24,7733,1.000000
24,8129,1.000000
24,750,1.000000
31,16626,1.000000
35,6460,1.000000
35,14118,1.000000
35,3797,1.000000
35,2337,1.000000
35,2568,1.000000
35,10240,1.000000
35,6424,1.000000
35,2540,1.000000
35,16446,1.000000
35,14101,1.000000
35,18125,1.000000
35,6948,1.000000
35,5993,1.000000
35,8950,1.000000
35,2067,1.000000
35,7543,1.000000
35,13118,1.000000
66,4678,1.000000
67,6174,1.000000
67,11809,1.000000
72,7832,1.000000
72,14045,1.000000
72,1281,1.000000
72,755,1.000000
72,14044,1.000000
80,13010,1.000000
80,14370,1.000000
80,13118,1.000000
86,1683,1.000000
86,15744,1.000000
86,11641,1.000000
86,8392,1.000000
86,4045,1.000000
86,14618,1.000000
103,15036,1.000000
103,17098,1.000000
106,132,1.000000
108,7364,1.000000
108,18601,1.000000
108,7627,1.000000
108,18599,1.000000
108,12525,1.000000
114,4942,1.000000
117,17932,1.000000
117,2506,1.000000
117,15137,1.000000
117,10167,1.000000
117,5791,1.000000
117,15161,1.000000
117,15406,1.000000
117,5493,1.000000
117,10269,1.000000
117,8106,1.000000
117,18894,1.000000
117,9538,1.000000
117,2674,1.000000
117,13940,1.000000
117,17622,1.000000
117,18380,1.000000
117,9046,1.000000
117,15390,1.000000
117,14637,1.000000
117,12652,1.000000
117,9906,1.000000
117,11211,1.000000
117,4237,1.000000
117,3956,1.000000
117,1497,1.000000
117,12474,1.000000
117,3929,1.000000
132,106,1.000000
132,12588,1.000000
160,14353,1.000000
160,11778,1.000000
164,16823,1.000000
164,9931,1.000000
164,18702,1.000000
164,18867,1.000000
164,9644,1.000000
164,14603,1.000000
164,6413,1.000000
164,6565,1.000000
164,6684,1.000000
182,5594,1.000000
182,12762,1.000000
190,7968,1.000000
193,757,1.000000
193,10139,1.000000
193,6510,1.000000
193,12094,1.000000
193,10213,1.000000
207,11637,1.000000
209,14726,1.000000
211,14961,1.000000
211,14926,1.000000
211,16020,1.000000
211,5057,1.000000
211,16019,1.000000
211,16008,1.000000
218,8106,1.000000
218,15008,1.000000
218,3831,1.000000
218,311,1.000000
218,13730,1.000000
237,5622,1.000000
237,16302,1.000000
237,19567,1.000000
237,7831,1.000000
237,15792,1.000000
237,7591,1.000000
237,2211,1.000000
255,2184,1.000000
257,17511,1.000000
257,15603,1.000000
258,750,1.000000
258,3779,1.000000
258,2878,1.000000
258,14651,1.000000
258,8427,1.000000
258,7790,1.000000
258,488,1.000000
258,9563,1.000000
258,979,1.000000
258,15583,1.000000
258,9901,1.000000
258,8655,1.000000
278,5535,1.000000
278,14414,1.000000
278,2954,1.000000
278,6495,1.000000
278,13093,1.000000
278,13200,1.000000
278,2079,1.000000
278,1074,1.000000
278,19598,1.000000
296,4923,1.000000
296,17474,1.000000
296,2456,1.000000
297,623,1.000000
299,8974,1.000000
300,15663,1.000000
301,8534,1.000000
301,5622,1.000000
301,3197,1.000000
301,16659,1.000000
301,1008,1.000000
301,429,1.000000
301,1833,1.000000
301,15104,1.000000
304,18702,1.000000
311,218,1.000000
311,5224,1.000000
311,1902,1.000000
311,15320,1.000000
311,13730,1.000000
311,7756,1.000000
311,15583,1.000000
311,3428,1.000000
311,18894,1.000000
334,4923,1.000000
338,8629,1.000000
338,1312,1.000000
338,7219,1.000000
338,18811,1.000000
338,1282,1.000000
346,9553,1.000000
349,9268,1.000000
349,11725,1.000000
350,10846,1.000000
352,17281,1.000000
358,10818,1.000000
361,10776,1.000000
363,1873,1.000000
365,4922,1.000000
367,11958,1.000000
367,2563,1.000000
371,9965,1.000000
371,7915,1.000000
371,5785,1.000000
371,2131,1.000000
371,919,1.000000
371,7921,1.000000
371,10747,1.000000
371,11627,1.000000
371,14036,1.000000
379,5463,1.000000
382,5075,1.000000
382,16498,1.000000
382,2247,1.000000
382,7322,1.000000
388,9984,1.000000
388,10981,1.000000
390,2008,1.000000
390,17814,1.000000
390,17819,1.000000
390,3831,1.000000
391,1683,1.000000
398,2909,1.000000
398,6518,1.000000
398,15109,1.000000
402,7010,1.000000
403,12280,1.000000
403,3388,1.000000
405,3301,1.000000
407,4222,1.000000
407,7973,1.000000
407,9698,1.000000
407,15571,1.000000
407,16513,1.000000
407,11076,1.000000
407,10990,1.000000
407,8012,1.000000
407,411,1.000000
411,407,1.000000
411,1395,1.000000
411,13994,1.000000
411,10990,1.000000
411,14502,1.000000
411,11076,1.000000
411,696,1.000000
411,6733,1.000000
412,7756,1.000000
416,6174,1.000000
416,4912,1.000000
424,18894,1.000000
424,15406,1.000000
429,301,1.000000
429,4284,1.000000
429,3197,1.000000
429,5622,1.000000
429,18845,1.000000
452,6684,1.000000
452,4246,1.000000
452,883,1.000000
452,17418,1.000000
464,4975,1.000000
466,18502,1.000000
469,4086,1.000000
473,8910,1.000000
475,18804,1.000000
475,8291,1.000000
476,6217,1.000000
478,642,1.000000
478,11450,1.000000
478,8510,1.000000
478,3733,1.000000
481,14036,1.000000
481,14997,1.000000
481,13952,1.000000
481,13619,1.000000
481,4238,1.000000
