1,2,1.000000
1,652,1.000000
1,654,1.000000
2,1,1.000000
2,1986,1.000000
2,332,1.000000
2,1666,1.000000
2,1454,1.000000
12,2661,1.000000
12,1001,1.000000
12,1318,1.000000
12,2662,1.000000
17,24,1.000000
17,2140,1.000000
17,1316,1.000000
17,1315,1.000000
17,927,1.000000
22,1703,1.000000
22,1702,1.000000
22,2238,1.000000
22,39,1.000000
22,1234,1.000000
24,17,1.000000
24,1701,1.000000
24,2139,1.000000
24,1636,1.000000
24,2141,1.000000
24,598,1.000000
24,201,1.000000
36,1146,1.000000
36,1640,1.000000
36,1505,1.000000
36,2106,1.000000
36,1781,1.000000
36,2094,1.000000
36,1552,1.000000
36,2107,1.000000
39,22,1.000000
39,1634,1.000000
39,1965,1.000000
39,1349,1.000000
39,1532,1.000000
39,1522,1.000000
39,2357,1.000000
45,1986,1.000000
45,733,1.000000
45,2303,1.000000
45,1219,1.000000
45,2667,1.000000
48,598,1.000000
48,1666,1.000000
48,2471,1.000000
48,2205,1.000000
48,1031,1.000000
48,2041,1.000000
48,1662,1.000000
48,714,1.000000
48,2206,1.000000
66,2631,1.000000
67,540,1.000000
67,282,1.000000
67,2628,1.000000
71,1986,1.000000
71,206,1.000000
71,2691,1.000000
75,2222,1.000000
75,2223,1.000000
75,2224,1.000000
75,2225,1.000000
75,84,1.000000
75,583,1.000000
78,1219,1.000000
80,257,1.000000
80,2049,1.000000
80,1117,1.000000
82,1634,1.000000
82,1138,1.000000
84,75,1.000000
84,2224,1.000000
84,284,1.000000
84,2223,1.000000
84,2226,1.000000
89,1087,1.000000
89,884,1.000000
89,1401,1.000000
89,2463,1.000000
89,1157,1.000000
89,1094,1.000000
89,258,1.000000
89,1585,1.000000
91,2122,1.000000
91,2001,1.000000
91,330,1.000000
91,2380,1.000000
91,2123,1.000000
91,1046,1.000000
94,1966,1.000000
94,733,1.000000
94,1649,1.000000
94,2490,1.000000
94,195,1.000000
94,2355,1.000000
94,934,1.000000
94,2263,1.000000
94,2357,1.000000
94,675,1.000000
97,661,1.000000
97,1353,1.000000
102,1623,1.000000
102,109,1.000000
102,1878,1.000000
102,1448,1.000000
102,2256,1.000000
102,1251,1.000000
102,1871,1.000000
102,1561,1.000000
107,541,1.000000
107,1113,1.000000
107,971,1.000000
107,1650,1.000000
109,102,1.000000
109,1624,1.000000
109,2045,1.000000
109,236,1.000000
109,306,1.000000
109,124,1.000000
